n_ind	rep	grp	method	n_called	TP	FP	FN	FDR	power	precision	F1
100	92	Consensus rule	Union (1 of 7)	182	32	150	18	0.824175824175824	0.64	0.175824175824176	0.275862068965517
100	92	Consensus rule	2 of 7	73	25	48	25	0.657534246575342	0.5	0.342465753424658	0.40650406504065
100	92	Consensus rule	3 of 7	32	23	9	27	0.28125	0.46	0.71875	0.560975609756098
100	92	Consensus rule	4 of 7	25	20	5	30	0.2	0.4	0.8	0.533333333333333
100	92	Consensus rule	5 of 7	18	17	1	33	0.0555555555555556	0.34	0.944444444444444	0.5
100	92	Consensus rule	6 of 7	8	8	0	42	0	0.16	1	0.275862068965517
100	92	Consensus rule	Intersect (7 of 7)	5	5	0	45	0	0.1	1	0.181818181818182
100	93	Individual tool	edgeR	149	28	121	22	0.812080536912752	0.56	0.187919463087248	0.281407035175879
100	93	Individual tool	DESeq2	43	25	18	25	0.418604651162791	0.5	0.581395348837209	0.537634408602151
100	93	Individual tool	ALDEx2	21	21	0	29	0	0.42	1	0.591549295774648
100	93	Individual tool	metaSeq	31	24	7	26	0.225806451612903	0.48	0.774193548387097	0.592592592592593
100	93	Individual tool	ADAPT	27	25	2	25	0.0740740740740741	0.5	0.925925925925926	0.649350649350649
100	93	Individual tool	ANCOMBC2	106	16	90	34	0.849056603773585	0.32	0.150943396226415	0.205128205128205
100	93	Individual tool	MaAsLin3	13	13	0	37	0	0.26	1	0.412698412698413
100	93	Consensus rule	Union (1 of 7)	205	32	173	18	0.84390243902439	0.64	0.15609756097561	0.250980392156863
100	93	Consensus rule	2 of 7	77	25	52	25	0.675324675324675	0.5	0.324675324675325	0.393700787401575
100	93	Consensus rule	3 of 7	35	24	11	26	0.314285714285714	0.48	0.685714285714286	0.564705882352941
100	93	Consensus rule	4 of 7	26	24	2	26	0.0769230769230769	0.48	0.923076923076923	0.631578947368421
100	93	Consensus rule	5 of 7	21	21	0	29	0	0.42	1	0.591549295774648
100	93	Consensus rule	6 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	93	Consensus rule	Intersect (7 of 7)	11	11	0	39	0	0.22	1	0.360655737704918
100	94	Individual tool	edgeR	146	29	117	21	0.801369863013699	0.58	0.198630136986301	0.295918367346939
100	94	Individual tool	DESeq2	41	21	20	29	0.48780487804878	0.42	0.51219512195122	0.461538461538462
100	94	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	94	Individual tool	metaSeq	23	21	2	29	0.0869565217391304	0.42	0.91304347826087	0.575342465753425
100	94	Individual tool	ADAPT	27	24	3	26	0.111111111111111	0.48	0.888888888888889	0.623376623376623
100	94	Individual tool	ANCOMBC2	74	15	59	35	0.797297297297297	0.3	0.202702702702703	0.241935483870968
100	94	Individual tool	MaAsLin3	10	10	0	40	0	0.2	1	0.333333333333333
100	94	Consensus rule	Union (1 of 7)	187	31	156	19	0.834224598930481	0.62	0.165775401069519	0.261603375527426
100	94	Consensus rule	2 of 7	64	27	37	23	0.578125	0.54	0.421875	0.473684210526316
100	94	Consensus rule	3 of 7	27	21	6	29	0.222222222222222	0.42	0.777777777777778	0.545454545454545
100	94	Consensus rule	4 of 7	23	21	2	29	0.0869565217391304	0.42	0.91304347826087	0.575342465753425
100	94	Consensus rule	5 of 7	18	18	0	32	0	0.36	1	0.529411764705882
100	94	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	94	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	95	Individual tool	edgeR	154	32	122	18	0.792207792207792	0.64	0.207792207792208	0.313725490196078
100	95	Individual tool	DESeq2	42	24	18	26	0.428571428571429	0.48	0.571428571428571	0.521739130434783
100	95	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	95	Individual tool	metaSeq	32	24	8	26	0.25	0.48	0.75	0.585365853658537
100	95	Individual tool	ADAPT	25	25	0	25	0	0.5	1	0.666666666666667
100	95	Individual tool	ANCOMBC2	85	14	71	36	0.835294117647059	0.28	0.164705882352941	0.207407407407407
100	95	Individual tool	MaAsLin3	8	8	0	42	0	0.16	1	0.275862068965517
100	95	Consensus rule	Union (1 of 7)	201	36	165	14	0.82089552238806	0.72	0.17910447761194	0.286852589641434
100	95	Consensus rule	2 of 7	71	28	43	22	0.605633802816901	0.56	0.394366197183099	0.462809917355372
100	95	Consensus rule	3 of 7	34	25	9	25	0.264705882352941	0.5	0.735294117647059	0.595238095238095
100	95	Consensus rule	4 of 7	24	22	2	28	0.0833333333333333	0.44	0.916666666666667	0.594594594594595
100	95	Consensus rule	5 of 7	16	16	0	34	0	0.32	1	0.484848484848485
100	95	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	95	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	96	Individual tool	edgeR	199	34	165	16	0.829145728643216	0.68	0.170854271356784	0.273092369477912
100	96	Individual tool	DESeq2	54	24	30	26	0.555555555555556	0.48	0.444444444444444	0.461538461538462
100	96	Individual tool	ALDEx2	21	21	0	29	0	0.42	1	0.591549295774648
100	96	Individual tool	metaSeq	31	22	9	28	0.290322580645161	0.44	0.709677419354839	0.54320987654321
100	96	Individual tool	ADAPT	28	25	3	25	0.107142857142857	0.5	0.892857142857143	0.641025641025641
100	96	Individual tool	ANCOMBC2	79	15	64	35	0.810126582278481	0.3	0.189873417721519	0.232558139534884
100	96	Individual tool	MaAsLin3	12	11	1	39	0.0833333333333333	0.22	0.916666666666667	0.354838709677419
100	96	Consensus rule	Union (1 of 7)	226	37	189	13	0.836283185840708	0.74	0.163716814159292	0.268115942028986
100	96	Consensus rule	2 of 7	91	28	63	22	0.692307692307692	0.56	0.307692307692308	0.397163120567376
100	96	Consensus rule	3 of 7	36	24	12	26	0.333333333333333	0.48	0.666666666666667	0.558139534883721
100	96	Consensus rule	4 of 7	31	24	7	26	0.225806451612903	0.48	0.774193548387097	0.592592592592593
100	96	Consensus rule	5 of 7	21	20	1	30	0.0476190476190476	0.4	0.952380952380952	0.563380281690141
100	96	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	96	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	97	Individual tool	edgeR	189	31	158	19	0.835978835978836	0.62	0.164021164021164	0.259414225941423
100	97	Individual tool	DESeq2	44	23	21	27	0.477272727272727	0.46	0.522727272727273	0.48936170212766
100	97	Individual tool	ALDEx2	21	20	1	30	0.0476190476190476	0.4	0.952380952380952	0.563380281690141
100	97	Individual tool	metaSeq	28	23	5	27	0.178571428571429	0.46	0.821428571428571	0.58974358974359
100	97	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	97	Individual tool	ANCOMBC2	59	13	46	37	0.779661016949153	0.26	0.220338983050847	0.238532110091743
100	97	Individual tool	MaAsLin3	6	5	1	45	0.166666666666667	0.1	0.833333333333333	0.178571428571429
100	97	Consensus rule	Union (1 of 7)	205	31	174	19	0.848780487804878	0.62	0.151219512195122	0.243137254901961
100	97	Consensus rule	2 of 7	74	27	47	23	0.635135135135135	0.54	0.364864864864865	0.435483870967742
100	97	Consensus rule	3 of 7	31	24	7	26	0.225806451612903	0.48	0.774193548387097	0.592592592592593
100	97	Consensus rule	4 of 7	27	23	4	27	0.148148148148148	0.46	0.851851851851852	0.597402597402597
100	97	Consensus rule	5 of 7	20	20	0	30	0	0.4	1	0.571428571428572
100	97	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	97	Consensus rule	Intersect (7 of 7)	4	4	0	46	0	0.08	1	0.148148148148148
100	98	Individual tool	edgeR	187	34	153	16	0.818181818181818	0.68	0.181818181818182	0.286919831223629
100	98	Individual tool	DESeq2	48	26	22	24	0.458333333333333	0.52	0.541666666666667	0.530612244897959
100	98	Individual tool	ALDEx2	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	98	Individual tool	metaSeq	30	25	5	25	0.166666666666667	0.5	0.833333333333333	0.625
100	98	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	98	Individual tool	ANCOMBC2	76	15	61	35	0.802631578947368	0.3	0.197368421052632	0.238095238095238
100	98	Individual tool	MaAsLin3	12	11	1	39	0.0833333333333333	0.22	0.916666666666667	0.354838709677419
100	98	Consensus rule	Union (1 of 7)	209	35	174	15	0.832535885167464	0.7	0.167464114832536	0.27027027027027
100	98	Consensus rule	2 of 7	87	31	56	19	0.64367816091954	0.62	0.35632183908046	0.452554744525547
100	98	Consensus rule	3 of 7	36	26	10	24	0.277777777777778	0.52	0.722222222222222	0.604651162790698
100	98	Consensus rule	4 of 7	28	24	4	26	0.142857142857143	0.48	0.857142857142857	0.615384615384615
100	98	Consensus rule	5 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	98	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	98	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	99	Individual tool	edgeR	169	37	132	13	0.781065088757396	0.74	0.218934911242604	0.337899543378995
100	99	Individual tool	DESeq2	44	27	17	23	0.386363636363636	0.54	0.613636363636364	0.574468085106383
100	99	Individual tool	ALDEx2	21	20	1	30	0.0476190476190476	0.4	0.952380952380952	0.563380281690141
100	99	Individual tool	metaSeq	37	26	11	24	0.297297297297297	0.52	0.702702702702703	0.597701149425287
100	99	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	99	Individual tool	ANCOMBC2	76	18	58	32	0.763157894736842	0.36	0.236842105263158	0.285714285714286
100	99	Individual tool	MaAsLin3	14	13	1	37	0.0714285714285714	0.26	0.928571428571429	0.40625
100	99	Consensus rule	Union (1 of 7)	195	41	154	9	0.78974358974359	0.82	0.21025641025641	0.33469387755102
100	99	Consensus rule	2 of 7	75	30	45	20	0.6	0.6	0.4	0.48
100	99	Consensus rule	3 of 7	39	26	13	24	0.333333333333333	0.52	0.666666666666667	0.584269662921348
100	99	Consensus rule	4 of 7	31	24	7	26	0.225806451612903	0.48	0.774193548387097	0.592592592592593
100	99	Consensus rule	5 of 7	21	20	1	30	0.0476190476190476	0.4	0.952380952380952	0.563380281690141
100	99	Consensus rule	6 of 7	13	13	0	37	0	0.26	1	0.412698412698413
100	99	Consensus rule	Intersect (7 of 7)	11	11	0	39	0	0.22	1	0.360655737704918
100	100	Individual tool	edgeR	179	32	147	18	0.82122905027933	0.64	0.17877094972067	0.279475982532751
100	100	Individual tool	DESeq2	55	23	32	27	0.581818181818182	0.46	0.418181818181818	0.438095238095238
100	100	Individual tool	ALDEx2	16	16	0	34	0	0.32	1	0.484848484848485
100	100	Individual tool	metaSeq	33	24	9	26	0.272727272727273	0.48	0.727272727272727	0.578313253012048
100	100	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	100	Individual tool	ANCOMBC2	96	18	78	32	0.8125	0.36	0.1875	0.246575342465753
100	100	Individual tool	MaAsLin3	10	9	1	41	0.1	0.18	0.9	0.3
100	100	Consensus rule	Union (1 of 7)	215	36	179	14	0.832558139534884	0.72	0.167441860465116	0.271698113207547
100	100	Consensus rule	2 of 7	89	29	60	21	0.674157303370786	0.58	0.325842696629214	0.41726618705036
100	100	Consensus rule	3 of 7	47	26	21	24	0.446808510638298	0.52	0.553191489361702	0.536082474226804
100	100	Consensus rule	4 of 7	30	23	7	27	0.233333333333333	0.46	0.766666666666667	0.575
100	100	Consensus rule	5 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	100	Consensus rule	6 of 7	9	9	0	41	0	0.18	1	0.305084745762712
100	100	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
