n_ind	rep	grp	method	n_called	TP	FP	FN	FDR	power	precision	F1
100	51	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	51	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	52	Individual tool	edgeR	169	30	139	20	0.822485207100592	0.6	0.177514792899408	0.273972602739726
100	52	Individual tool	DESeq2	39	24	15	26	0.384615384615385	0.48	0.615384615384615	0.539325842696629
100	52	Individual tool	ALDEx2	21	21	0	29	0	0.42	1	0.591549295774648
100	52	Individual tool	metaSeq	28	25	3	25	0.107142857142857	0.5	0.892857142857143	0.641025641025641
100	52	Individual tool	ADAPT	29	25	4	25	0.137931034482759	0.5	0.862068965517241	0.632911392405063
100	52	Individual tool	ANCOMBC2	64	21	43	29	0.671875	0.42	0.328125	0.368421052631579
100	52	Individual tool	MaAsLin3	12	12	0	38	0	0.24	1	0.387096774193548
100	52	Consensus rule	Union (1 of 7)	196	33	163	17	0.831632653061224	0.66	0.168367346938776	0.268292682926829
100	52	Consensus rule	2 of 7	63	28	35	22	0.555555555555556	0.56	0.444444444444444	0.495575221238938
100	52	Consensus rule	3 of 7	30	25	5	25	0.166666666666667	0.5	0.833333333333333	0.625
100	52	Consensus rule	4 of 7	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	52	Consensus rule	5 of 7	23	23	0	27	0	0.46	1	0.63013698630137
100	52	Consensus rule	6 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	52	Consensus rule	Intersect (7 of 7)	11	11	0	39	0	0.22	1	0.360655737704918
100	53	Individual tool	edgeR	139	29	110	21	0.79136690647482	0.58	0.20863309352518	0.306878306878307
100	53	Individual tool	DESeq2	42	22	20	28	0.476190476190476	0.44	0.523809523809524	0.478260869565217
100	53	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	53	Individual tool	metaSeq	26	22	4	28	0.153846153846154	0.44	0.846153846153846	0.578947368421053
100	53	Individual tool	ADAPT	26	24	2	26	0.0769230769230769	0.48	0.923076923076923	0.631578947368421
100	53	Individual tool	ANCOMBC2	71	18	53	32	0.746478873239437	0.36	0.253521126760563	0.297520661157025
100	53	Individual tool	MaAsLin3	13	13	0	37	0	0.26	1	0.412698412698413
100	53	Consensus rule	Union (1 of 7)	175	30	145	20	0.828571428571429	0.6	0.171428571428571	0.266666666666667
100	53	Consensus rule	2 of 7	59	25	34	25	0.576271186440678	0.5	0.423728813559322	0.458715596330275
100	53	Consensus rule	3 of 7	29	23	6	27	0.206896551724138	0.46	0.793103448275862	0.582278481012658
100	53	Consensus rule	4 of 7	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	53	Consensus rule	5 of 7	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	53	Consensus rule	6 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	53	Consensus rule	Intersect (7 of 7)	12	12	0	38	0	0.24	1	0.387096774193548
100	54	Individual tool	edgeR	184	32	152	18	0.826086956521739	0.64	0.173913043478261	0.273504273504274
100	54	Individual tool	DESeq2	52	23	29	27	0.557692307692308	0.46	0.442307692307692	0.450980392156863
100	54	Individual tool	ALDEx2	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	54	Individual tool	metaSeq	27	21	6	29	0.222222222222222	0.42	0.777777777777778	0.545454545454545
100	54	Individual tool	ADAPT	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	54	Individual tool	ANCOMBC2	64	17	47	33	0.734375	0.34	0.265625	0.298245614035088
100	54	Individual tool	MaAsLin3	11	11	0	39	0	0.22	1	0.360655737704918
100	54	Consensus rule	Union (1 of 7)	209	35	174	15	0.832535885167464	0.7	0.167464114832536	0.27027027027027
100	54	Consensus rule	2 of 7	76	26	50	24	0.657894736842105	0.52	0.342105263157895	0.412698412698413
100	54	Consensus rule	3 of 7	32	22	10	28	0.3125	0.44	0.6875	0.536585365853659
100	54	Consensus rule	4 of 7	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	54	Consensus rule	5 of 7	22	21	1	29	0.0454545454545455	0.42	0.954545454545455	0.583333333333333
100	54	Consensus rule	6 of 7	14	14	0	36	0	0.28	1	0.4375
100	54	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	55	Individual tool	edgeR	124	30	94	20	0.758064516129032	0.6	0.241935483870968	0.344827586206897
100	55	Individual tool	DESeq2	38	24	14	26	0.368421052631579	0.48	0.631578947368421	0.545454545454545
100	55	Individual tool	ALDEx2	19	19	0	31	0	0.38	1	0.550724637681159
100	55	Individual tool	metaSeq	30	24	6	26	0.2	0.48	0.8	0.6
100	55	Individual tool	ADAPT	27	25	2	25	0.0740740740740741	0.5	0.925925925925926	0.649350649350649
100	55	Individual tool	ANCOMBC2	55	15	40	35	0.727272727272727	0.3	0.272727272727273	0.285714285714286
100	55	Individual tool	MaAsLin3	15	15	0	35	0	0.3	1	0.461538461538462
100	55	Consensus rule	Union (1 of 7)	163	34	129	16	0.791411042944785	0.68	0.208588957055215	0.31924882629108
100	55	Consensus rule	2 of 7	47	25	22	25	0.468085106382979	0.5	0.531914893617021	0.515463917525773
100	55	Consensus rule	3 of 7	29	25	4	25	0.137931034482759	0.5	0.862068965517241	0.632911392405063
100	55	Consensus rule	4 of 7	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	55	Consensus rule	5 of 7	18	18	0	32	0	0.36	1	0.529411764705882
100	55	Consensus rule	6 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	55	Consensus rule	Intersect (7 of 7)	12	12	0	38	0	0.24	1	0.387096774193548
100	56	Individual tool	edgeR	168	24	144	26	0.857142857142857	0.48	0.142857142857143	0.220183486238532
100	56	Individual tool	DESeq2	56	22	34	28	0.607142857142857	0.44	0.392857142857143	0.415094339622641
100	56	Individual tool	ALDEx2	18	18	0	32	0	0.36	1	0.529411764705882
100	56	Individual tool	metaSeq	30	20	10	30	0.333333333333333	0.4	0.666666666666667	0.5
100	56	Individual tool	ADAPT	28	24	4	26	0.142857142857143	0.48	0.857142857142857	0.615384615384615
100	56	Individual tool	ANCOMBC2	88	13	75	37	0.852272727272727	0.26	0.147727272727273	0.188405797101449
100	56	Individual tool	MaAsLin3	12	9	3	41	0.25	0.18	0.75	0.290322580645161
100	56	Consensus rule	Union (1 of 7)	216	27	189	23	0.875	0.54	0.125	0.203007518796992
100	56	Consensus rule	2 of 7	90	23	67	27	0.744444444444444	0.46	0.255555555555556	0.328571428571429
100	56	Consensus rule	3 of 7	35	23	12	27	0.342857142857143	0.46	0.657142857142857	0.541176470588235
100	56	Consensus rule	4 of 7	22	21	1	29	0.0454545454545455	0.42	0.954545454545455	0.583333333333333
100	56	Consensus rule	5 of 7	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	56	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	56	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	57	Individual tool	edgeR	134	27	107	23	0.798507462686567	0.54	0.201492537313433	0.293478260869565
100	57	Individual tool	DESeq2	32	21	11	29	0.34375	0.42	0.65625	0.51219512195122
100	57	Individual tool	ALDEx2	18	18	0	32	0	0.36	1	0.529411764705882
100	57	Individual tool	metaSeq	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	57	Individual tool	ADAPT	29	24	5	26	0.172413793103448	0.48	0.827586206896552	0.607594936708861
100	57	Individual tool	ANCOMBC2	80	15	65	35	0.8125	0.3	0.1875	0.230769230769231
100	57	Individual tool	MaAsLin3	10	10	0	40	0	0.2	1	0.333333333333333
100	57	Consensus rule	Union (1 of 7)	179	30	149	20	0.832402234636871	0.6	0.167597765363128	0.262008733624454
100	57	Consensus rule	2 of 7	61	25	36	25	0.590163934426229	0.5	0.409836065573771	0.45045045045045
100	57	Consensus rule	3 of 7	28	23	5	27	0.178571428571429	0.46	0.821428571428571	0.58974358974359
100	57	Consensus rule	4 of 7	22	21	1	29	0.0454545454545455	0.42	0.954545454545455	0.583333333333333
100	57	Consensus rule	5 of 7	18	18	0	32	0	0.36	1	0.529411764705882
100	57	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	57	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	58	Individual tool	edgeR	133	33	100	17	0.75187969924812	0.66	0.24812030075188	0.360655737704918
100	58	Individual tool	DESeq2	30	23	7	27	0.233333333333333	0.46	0.766666666666667	0.575
100	58	Individual tool	ALDEx2	18	18	0	32	0	0.36	1	0.529411764705882
100	58	Individual tool	metaSeq	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	58	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	58	Individual tool	ANCOMBC2	68	15	53	35	0.779411764705882	0.3	0.220588235294118	0.254237288135593
100	58	Individual tool	MaAsLin3	7	7	0	43	0	0.14	1	0.245614035087719
100	58	Consensus rule	Union (1 of 7)	166	35	131	15	0.789156626506024	0.7	0.210843373493976	0.324074074074074
100	58	Consensus rule	2 of 7	55	28	27	22	0.490909090909091	0.56	0.509090909090909	0.533333333333333
100	58	Consensus rule	3 of 7	28	24	4	26	0.142857142857143	0.48	0.857142857142857	0.615384615384615
100	58	Consensus rule	4 of 7	23	23	0	27	0	0.46	1	0.63013698630137
100	58	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	58	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	58	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	59	Individual tool	edgeR	184	32	152	18	0.826086956521739	0.64	0.173913043478261	0.273504273504274
100	59	Individual tool	DESeq2	52	23	29	27	0.557692307692308	0.46	0.442307692307692	0.450980392156863
100	59	Individual tool	ALDEx2	27	19	8	31	0.296296296296296	0.38	0.703703703703704	0.493506493506494
100	59	Individual tool	metaSeq	27	23	4	27	0.148148148148148	0.46	0.851851851851852	0.597402597402597
100	59	Individual tool	ADAPT	25	25	0	25	0	0.5	1	0.666666666666667
100	59	Individual tool	ANCOMBC2	60	12	48	38	0.8	0.24	0.2	0.218181818181818
100	59	Individual tool	MaAsLin3	13	9	4	41	0.307692307692308	0.18	0.692307692307692	0.285714285714286
100	59	Consensus rule	Union (1 of 7)	201	34	167	16	0.830845771144279	0.68	0.169154228855721	0.270916334661355
100	59	Consensus rule	2 of 7	80	26	54	24	0.675	0.52	0.325	0.4
100	59	Consensus rule	3 of 7	37	23	14	27	0.378378378378378	0.46	0.621621621621622	0.528735632183908
100	59	Consensus rule	4 of 7	29	22	7	28	0.241379310344828	0.44	0.758620689655172	0.556962025316456
100	59	Consensus rule	5 of 7	22	20	2	30	0.0909090909090909	0.4	0.909090909090909	0.555555555555556
100	59	Consensus rule	6 of 7	11	10	1	40	0.0909090909090909	0.2	0.909090909090909	0.327868852459016
100	59	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	60	Individual tool	edgeR	140	23	117	27	0.835714285714286	0.46	0.164285714285714	0.242105263157895
100	60	Individual tool	DESeq2	37	21	16	29	0.432432432432432	0.42	0.567567567567568	0.482758620689655
100	60	Individual tool	ALDEx2	14	14	0	36	0	0.28	1	0.4375
100	60	Individual tool	metaSeq	27	21	6	29	0.222222222222222	0.42	0.777777777777778	0.545454545454545
100	60	Individual tool	ADAPT	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	60	Individual tool	ANCOMBC2	89	15	74	35	0.831460674157303	0.3	0.168539325842697	0.215827338129496
100	60	Individual tool	MaAsLin3	7	6	1	44	0.142857142857143	0.12	0.857142857142857	0.210526315789474
100	60	Consensus rule	Union (1 of 7)	187	30	157	20	0.839572192513369	0.6	0.160427807486631	0.253164556962025
100	60	Consensus rule	2 of 7	69	23	46	27	0.666666666666667	0.46	0.333333333333333	0.386554621848739
100	60	Consensus rule	3 of 7	31	22	9	28	0.290322580645161	0.44	0.709677419354839	0.54320987654321
100	60	Consensus rule	4 of 7	24	21	3	29	0.125	0.42	0.875	0.567567567567568
100	60	Consensus rule	5 of 7	14	14	0	36	0	0.28	1	0.4375
100	60	Consensus rule	6 of 7	7	7	0	43	0	0.14	1	0.245614035087719
100	60	Consensus rule	Intersect (7 of 7)	6	6	0	44	0	0.12	1	0.214285714285714
100	61	Individual tool	edgeR	222	29	193	21	0.869369369369369	0.58	0.130630630630631	0.213235294117647
100	61	Individual tool	DESeq2	60	23	37	27	0.616666666666667	0.46	0.383333333333333	0.418181818181818
100	61	Individual tool	ALDEx2	28	20	8	30	0.285714285714286	0.4	0.714285714285714	0.512820512820513
100	61	Individual tool	metaSeq	38	25	13	25	0.342105263157895	0.5	0.657894736842105	0.568181818181818
100	61	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	61	Individual tool	ANCOMBC2	83	21	62	29	0.746987951807229	0.42	0.253012048192771	0.315789473684211
100	61	Individual tool	MaAsLin3	18	12	6	38	0.333333333333333	0.24	0.666666666666667	0.352941176470588
100	61	Consensus rule	Union (1 of 7)	248	35	213	15	0.858870967741935	0.7	0.141129032258065	0.23489932885906
100	61	Consensus rule	2 of 7	106	30	76	20	0.716981132075472	0.6	0.283018867924528	0.384615384615385
100	61	Consensus rule	3 of 7	40	24	16	26	0.4	0.48	0.6	0.533333333333333
100	61	Consensus rule	4 of 7	31	23	8	27	0.258064516129032	0.46	0.741935483870968	0.567901234567901
100	61	Consensus rule	5 of 7	25	20	5	30	0.2	0.4	0.8	0.533333333333333
100	61	Consensus rule	6 of 7	16	14	2	36	0.125	0.28	0.875	0.424242424242424
100	61	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	62	Individual tool	edgeR	179	36	143	14	0.798882681564246	0.72	0.201117318435754	0.314410480349345
100	62	Individual tool	DESeq2	35	23	12	27	0.342857142857143	0.46	0.657142857142857	0.541176470588235
100	62	Individual tool	ALDEx2	15	15	0	35	0	0.3	1	0.461538461538462
100	62	Individual tool	metaSeq	24	21	3	29	0.125	0.42	0.875	0.567567567567568
100	62	Individual tool	ADAPT	23	23	0	27	0	0.46	1	0.63013698630137
100	62	Individual tool	ANCOMBC2	83	16	67	34	0.807228915662651	0.32	0.192771084337349	0.240601503759399
100	62	Individual tool	MaAsLin3	7	7	0	43	0	0.14	1	0.245614035087719
100	62	Consensus rule	Union (1 of 7)	212	37	175	13	0.825471698113208	0.74	0.174528301886792	0.282442748091603
100	62	Consensus rule	2 of 7	75	30	45	20	0.6	0.6	0.4	0.48
100	62	Consensus rule	3 of 7	28	24	4	26	0.142857142857143	0.48	0.857142857142857	0.615384615384615
100	62	Consensus rule	4 of 7	22	21	1	29	0.0454545454545455	0.42	0.954545454545455	0.583333333333333
100	62	Consensus rule	5 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	62	Consensus rule	6 of 7	9	9	0	41	0	0.18	1	0.305084745762712
100	62	Consensus rule	Intersect (7 of 7)	5	5	0	45	0	0.1	1	0.181818181818182
100	63	Individual tool	edgeR	168	35	133	15	0.791666666666667	0.7	0.208333333333333	0.321100917431193
100	63	Individual tool	DESeq2	56	29	27	21	0.482142857142857	0.58	0.517857142857143	0.547169811320755
100	63	Individual tool	ALDEx2	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	63	Individual tool	metaSeq	34	24	10	26	0.294117647058824	0.48	0.705882352941177	0.571428571428571
100	63	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	63	Individual tool	ANCOMBC2	72	19	53	31	0.736111111111111	0.38	0.263888888888889	0.311475409836066
100	63	Individual tool	MaAsLin3	15	15	0	35	0	0.3	1	0.461538461538462
100	63	Consensus rule	Union (1 of 7)	203	37	166	13	0.817733990147783	0.74	0.182266009852217	0.292490118577075
100	63	Consensus rule	2 of 7	75	30	45	20	0.6	0.6	0.4	0.48
100	63	Consensus rule	3 of 7	38	26	12	24	0.315789473684211	0.52	0.684210526315789	0.590909090909091
100	63	Consensus rule	4 of 7	29	25	4	25	0.137931034482759	0.5	0.862068965517241	0.632911392405063
100	63	Consensus rule	5 of 7	21	21	0	29	0	0.42	1	0.591549295774648
100	63	Consensus rule	6 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	63	Consensus rule	Intersect (7 of 7)	15	15	0	35	0	0.3	1	0.461538461538462
100	64	Individual tool	edgeR	196	31	165	19	0.841836734693878	0.62	0.158163265306122	0.252032520325203
100	64	Individual tool	DESeq2	72	29	43	21	0.597222222222222	0.58	0.402777777777778	0.475409836065574
100	64	Individual tool	ALDEx2	24	22	2	28	0.0833333333333333	0.44	0.916666666666667	0.594594594594595
100	64	Individual tool	metaSeq	26	21	5	29	0.192307692307692	0.42	0.807692307692308	0.552631578947368
100	64	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	64	Individual tool	ANCOMBC2	82	16	66	34	0.804878048780488	0.32	0.195121951219512	0.242424242424242
100	64	Individual tool	MaAsLin3	12	11	1	39	0.0833333333333333	0.22	0.916666666666667	0.354838709677419
100	64	Consensus rule	Union (1 of 7)	228	36	192	14	0.842105263157895	0.72	0.157894736842105	0.258992805755396
100	64	Consensus rule	2 of 7	99	29	70	21	0.707070707070707	0.58	0.292929292929293	0.389261744966443
100	64	Consensus rule	3 of 7	42	27	15	23	0.357142857142857	0.54	0.642857142857143	0.58695652173913
100	64	Consensus rule	4 of 7	28	23	5	27	0.178571428571429	0.46	0.821428571428571	0.58974358974359
100	64	Consensus rule	5 of 7	18	18	0	32	0	0.36	1	0.529411764705882
100	64	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	64	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	65	Individual tool	edgeR	139	30	109	20	0.784172661870504	0.6	0.215827338129496	0.317460317460317
100	65	Individual tool	DESeq2	38	27	11	23	0.289473684210526	0.54	0.710526315789474	0.613636363636364
100	65	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	65	Individual tool	metaSeq	27	24	3	26	0.111111111111111	0.48	0.888888888888889	0.623376623376623
100	65	Individual tool	ADAPT	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	65	Individual tool	ANCOMBC2	54	11	43	39	0.796296296296296	0.22	0.203703703703704	0.211538461538462
100	65	Individual tool	MaAsLin3	9	9	0	41	0	0.18	1	0.305084745762712
100	65	Consensus rule	Union (1 of 7)	174	30	144	20	0.827586206896552	0.6	0.172413793103448	0.267857142857143
100	65	Consensus rule	2 of 7	46	28	18	22	0.391304347826087	0.56	0.608695652173913	0.583333333333333
100	65	Consensus rule	3 of 7	31	26	5	24	0.161290322580645	0.52	0.838709677419355	0.641975308641975
100	65	Consensus rule	4 of 7	24	24	0	26	0	0.48	1	0.648648648648649
100	65	Consensus rule	5 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	65	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	65	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	66	Individual tool	edgeR	179	34	145	16	0.810055865921788	0.68	0.189944134078212	0.296943231441048
100	66	Individual tool	DESeq2	31	23	8	27	0.258064516129032	0.46	0.741935483870968	0.567901234567901
100	66	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	66	Individual tool	metaSeq	23	23	0	27	0	0.46	1	0.63013698630137
100	66	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	66	Individual tool	ANCOMBC2	56	14	42	36	0.75	0.28	0.25	0.264150943396226
100	66	Individual tool	MaAsLin3	7	7	0	43	0	0.14	1	0.245614035087719
100	66	Consensus rule	Union (1 of 7)	195	34	161	16	0.825641025641026	0.68	0.174358974358974	0.277551020408163
100	66	Consensus rule	2 of 7	63	29	34	21	0.53968253968254	0.58	0.46031746031746	0.513274336283186
100	66	Consensus rule	3 of 7	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	66	Consensus rule	4 of 7	20	20	0	30	0	0.4	1	0.571428571428572
100	66	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	66	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	66	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	67	Individual tool	edgeR	176	35	141	15	0.801136363636364	0.7	0.198863636363636	0.309734513274336
100	67	Individual tool	DESeq2	32	20	12	30	0.375	0.4	0.625	0.487804878048781
100	67	Individual tool	ALDEx2	16	16	0	34	0	0.32	1	0.484848484848485
100	67	Individual tool	metaSeq	23	20	3	30	0.130434782608696	0.4	0.869565217391304	0.547945205479452
100	67	Individual tool	ADAPT	23	23	0	27	0	0.46	1	0.63013698630137
100	67	Individual tool	ANCOMBC2	73	15	58	35	0.794520547945205	0.3	0.205479452054795	0.24390243902439
100	67	Individual tool	MaAsLin3	10	10	0	40	0	0.2	1	0.333333333333333
100	67	Consensus rule	Union (1 of 7)	203	36	167	14	0.822660098522167	0.72	0.177339901477833	0.284584980237154
100	67	Consensus rule	2 of 7	68	27	41	23	0.602941176470588	0.54	0.397058823529412	0.457627118644068
100	67	Consensus rule	3 of 7	28	23	5	27	0.178571428571429	0.46	0.821428571428571	0.58974358974359
100	67	Consensus rule	4 of 7	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	67	Consensus rule	5 of 7	15	15	0	35	0	0.3	1	0.461538461538462
100	67	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	67	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	68	Individual tool	edgeR	184	33	151	17	0.820652173913043	0.66	0.179347826086957	0.282051282051282
100	68	Individual tool	DESeq2	57	25	32	25	0.56140350877193	0.5	0.43859649122807	0.467289719626168
100	68	Individual tool	ALDEx2	19	19	0	31	0	0.38	1	0.550724637681159
100	68	Individual tool	metaSeq	30	22	8	28	0.266666666666667	0.44	0.733333333333333	0.55
100	68	Individual tool	ADAPT	25	25	0	25	0	0.5	1	0.666666666666667
100	68	Individual tool	ANCOMBC2	77	19	58	31	0.753246753246753	0.38	0.246753246753247	0.299212598425197
100	68	Individual tool	MaAsLin3	16	15	1	35	0.0625	0.3	0.9375	0.454545454545455
100	68	Consensus rule	Union (1 of 7)	205	34	171	16	0.834146341463415	0.68	0.165853658536585	0.266666666666667
100	68	Consensus rule	2 of 7	89	29	60	21	0.674157303370786	0.58	0.325842696629214	0.41726618705036
100	68	Consensus rule	3 of 7	37	25	12	25	0.324324324324324	0.5	0.675675675675676	0.574712643678161
100	68	Consensus rule	4 of 7	29	23	6	27	0.206896551724138	0.46	0.793103448275862	0.582278481012658
100	68	Consensus rule	5 of 7	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	68	Consensus rule	6 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	68	Consensus rule	Intersect (7 of 7)	12	12	0	38	0	0.24	1	0.387096774193548
100	69	Individual tool	edgeR	130	28	102	22	0.784615384615385	0.56	0.215384615384615	0.311111111111111
100	69	Individual tool	DESeq2	36	21	15	29	0.416666666666667	0.42	0.583333333333333	0.488372093023256
100	69	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	69	Individual tool	metaSeq	23	22	1	28	0.0434782608695652	0.44	0.956521739130435	0.602739726027397
100	69	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	69	Individual tool	ANCOMBC2	56	14	42	36	0.75	0.28	0.25	0.264150943396226
100	69	Individual tool	MaAsLin3	10	10	0	40	0	0.2	1	0.333333333333333
100	69	Consensus rule	Union (1 of 7)	163	31	132	19	0.809815950920245	0.62	0.190184049079755	0.291079812206573
100	69	Consensus rule	2 of 7	51	25	26	25	0.509803921568627	0.5	0.490196078431373	0.495049504950495
100	69	Consensus rule	3 of 7	25	23	2	27	0.08	0.46	0.92	0.613333333333333
100	69	Consensus rule	4 of 7	20	20	0	30	0	0.4	1	0.571428571428572
100	69	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	69	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	69	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	70	Individual tool	edgeR	163	30	133	20	0.815950920245399	0.6	0.184049079754601	0.28169014084507
100	70	Individual tool	DESeq2	37	24	13	26	0.351351351351351	0.48	0.648648648648649	0.551724137931034
100	70	Individual tool	ALDEx2	19	19	0	31	0	0.38	1	0.550724637681159
100	70	Individual tool	metaSeq	31	22	9	28	0.290322580645161	0.44	0.709677419354839	0.54320987654321
100	70	Individual tool	ADAPT	27	25	2	25	0.0740740740740741	0.5	0.925925925925926	0.649350649350649
100	70	Individual tool	ANCOMBC2	60	14	46	36	0.766666666666667	0.28	0.233333333333333	0.254545454545455
100	70	Individual tool	MaAsLin3	13	12	1	38	0.0769230769230769	0.24	0.923076923076923	0.380952380952381
100	70	Consensus rule	Union (1 of 7)	188	31	157	19	0.835106382978723	0.62	0.164893617021277	0.260504201680672
100	70	Consensus rule	2 of 7	61	28	33	22	0.540983606557377	0.56	0.459016393442623	0.504504504504504
100	70	Consensus rule	3 of 7	34	24	10	26	0.294117647058824	0.48	0.705882352941177	0.571428571428571
100	70	Consensus rule	4 of 7	27	23	4	27	0.148148148148148	0.46	0.851851851851852	0.597402597402597
100	70	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	70	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	70	Consensus rule	Intersect (7 of 7)	11	11	0	39	0	0.22	1	0.360655737704918
100	71	Individual tool	edgeR	151	29	122	21	0.80794701986755	0.58	0.19205298013245	0.288557213930348
100	71	Individual tool	DESeq2	50	24	26	26	0.52	0.48	0.48	0.48
100	71	Individual tool	ALDEx2	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	71	Individual tool	metaSeq	42	24	18	26	0.428571428571429	0.48	0.571428571428571	0.521739130434783
100	71	Individual tool	ADAPT	25	25	0	25	0	0.5	1	0.666666666666667
100	71	Individual tool	ANCOMBC2	81	17	64	33	0.790123456790123	0.34	0.209876543209877	0.259541984732824
100	71	Individual tool	MaAsLin3	9	8	1	42	0.111111111111111	0.16	0.888888888888889	0.271186440677966
100	71	Consensus rule	Union (1 of 7)	181	33	148	17	0.81767955801105	0.66	0.18232044198895	0.285714285714286
100	71	Consensus rule	2 of 7	85	27	58	23	0.682352941176471	0.54	0.317647058823529	0.4
100	71	Consensus rule	3 of 7	42	25	17	25	0.404761904761905	0.5	0.595238095238095	0.543478260869565
100	71	Consensus rule	4 of 7	32	24	8	26	0.25	0.48	0.75	0.585365853658537
100	71	Consensus rule	5 of 7	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
100	71	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	71	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	72	Individual tool	edgeR	158	35	123	15	0.778481012658228	0.7	0.221518987341772	0.336538461538462
100	72	Individual tool	DESeq2	51	27	24	23	0.470588235294118	0.54	0.529411764705882	0.534653465346535
100	72	Individual tool	ALDEx2	19	18	1	32	0.0526315789473684	0.36	0.947368421052632	0.521739130434783
