replicate	tool	TP	FP	FN	precision	recall	F1	empirical_FDR	n_called
69	Vote_2of7	71	336	29	0.174447174	0.71	0.280078895	0.825552826	407
69	Vote_3of7	68	73	32	0.482269504	0.68	0.564315353	0.517730496	141
69	Vote_4of7	62	17	38	0.784810127	0.62	0.69273743	0.215189873	79
69	Vote_5of7	49	10	51	0.830508475	0.49	0.616352201	0.169491525	59
69	Vote_6of7	34	4	66	0.894736842	0.34	0.492753623	0.105263158	38
69	Intersect	28	1	72	0.965517241	0.28	0.434108527	0.034482759	29
69	Fisher	74	657	26	0.10123119	0.74	0.178098676	0.89876881	731
69	Stouffer	73	448	27	0.140115163	0.73	0.23510467	0.859884837	521
69	Cauchy	73	733	27	0.09057072	0.73	0.161147903	0.90942928	806
70	edgeR	75	747	25	0.091240876	0.75	0.162689805	0.908759124	822
70	DESeq2	58	118	42	0.329545455	0.58	0.420289855	0.670454545	176
70	ALDEx2	47	2	53	0.959183673	0.47	0.630872483	0.040816327	49
70	metaSeq	65	5	35	0.928571429	0.65	0.764705882	0.071428571	70
70	ADAPT	68	6	32	0.918918919	0.68	0.781609195	0.081081081	74
70	ANCOMBC2	24	349	76	0.064343164	0.24	0.101479915	0.935656836	373
70	MaAsLin3	23	4	77	0.851851852	0.23	0.362204724	0.148148148	27
70	Union	76	905	24	0.077471967	0.76	0.140610546	0.922528033	981
70	Vote_2of7	68	264	32	0.204819277	0.68	0.314814815	0.795180723	332
70	Vote_3of7	65	54	35	0.546218487	0.65	0.593607306	0.453781513	119
70	Vote_4of7	58	7	42	0.892307692	0.58	0.703030303	0.107692308	65
70	Vote_5of7	46	1	54	0.978723404	0.46	0.62585034	0.021276596	47
70	Vote_6of7	27	0	73	1	0.27	0.42519685	0	27
70	Intersect	20	0	80	1	0.2	0.333333333	0	20
70	Fisher	75	567	25	0.11682243	0.75	0.202156334	0.88317757	642
70	Stouffer	72	360	28	0.166666667	0.72	0.270676692	0.833333333	432
70	Cauchy	74	672	26	0.09919571	0.74	0.174940898	0.90080429	746
71	edgeR	75	654	25	0.102880658	0.75	0.180940893	0.897119342	729
71	DESeq2	51	86	49	0.372262774	0.51	0.430379747	0.627737226	137
71	ALDEx2	43	0	57	1	0.43	0.601398601	0	43
71	metaSeq	63	11	37	0.851351351	0.63	0.724137931	0.148648649	74
71	ADAPT	65	20	35	0.764705882	0.65	0.702702703	0.235294118	85
71	ANCOMBC2	26	368	74	0.065989848	0.26	0.105263158	0.934010152	394
71	MaAsLin3	23	4	77	0.851851852	0.23	0.362204724	0.148148148	27
71	Union	75	814	25	0.084364454	0.75	0.151668352	0.915635546	889
71	Vote_2of7	65	260	35	0.2	0.65	0.305882353	0.8	325
71	Vote_3of7	63	56	37	0.529411765	0.63	0.575342466	0.470588235	119
71	Vote_4of7	51	10	49	0.836065574	0.51	0.633540373	0.163934426	61
71	Vote_5of7	43	3	57	0.934782609	0.43	0.589041096	0.065217391	46
71	Vote_6of7	29	0	71	1	0.29	0.449612403	0	29
71	Intersect	20	0	80	1	0.2	0.333333333	0	20
71	Fisher	73	526	27	0.121869783	0.73	0.208869814	0.878130217	599
71	Stouffer	73	346	27	0.174224344	0.73	0.281310212	0.825775656	419
71	Cauchy	73	588	27	0.110438729	0.73	0.191852825	0.889561271	661
72	edgeR	86	734	14	0.104878049	0.86	0.186956522	0.895121951	820
72	DESeq2	72	158	28	0.313043478	0.72	0.436363636	0.686956522	230
72	ALDEx2	61	2	39	0.968253968	0.61	0.748466258	0.031746032	63
72	metaSeq	72	15	28	0.827586207	0.72	0.770053476	0.172413793	87
72	ADAPT	78	8	22	0.906976744	0.78	0.838709677	0.093023256	86
72	ANCOMBC2	43	327	57	0.116216216	0.43	0.182978723	0.883783784	370
72	MaAsLin3	42	14	58	0.75	0.42	0.538461538	0.25	56
72	Union	86	865	14	0.090431125	0.86	0.163653663	0.909568875	951
72	Vote_2of7	78	314	22	0.198979592	0.78	0.317073171	0.801020408	392
72	Vote_3of7	75	61	25	0.551470588	0.75	0.63559322	0.448529412	136
72	Vote_4of7	70	13	30	0.843373494	0.7	0.765027322	0.156626506	83
72	Vote_5of7	60	4	40	0.9375	0.6	0.731707317	0.0625	64
72	Vote_6of7	46	1	54	0.978723404	0.46	0.62585034	0.021276596	47
72	Intersect	39	0	61	1	0.39	0.561151079	0	39
72	Fisher	85	582	15	0.127436282	0.85	0.221642764	0.872563718	667
72	Stouffer	85	369	15	0.18722467	0.85	0.306859206	0.81277533	454
72	Cauchy	85	665	15	0.113333333	0.85	0.2	0.886666667	750
73	edgeR	81	851	19	0.086909871	0.81	0.156976744	0.913090129	932
73	DESeq2	68	173	32	0.282157676	0.68	0.398826979	0.717842324	241
73	ALDEx2	60	18	40	0.769230769	0.6	0.674157303	0.230769231	78
73	metaSeq	72	20	28	0.782608696	0.72	0.75	0.217391304	92
73	ADAPT	73	10	27	0.879518072	0.73	0.797814208	0.120481928	83
73	ANCOMBC2	39	371	61	0.095121951	0.39	0.152941176	0.904878049	410
73	MaAsLin3	40	28	60	0.588235294	0.4	0.476190476	0.411764706	68
73	Union	81	942	19	0.079178886	0.81	0.144256456	0.920821114	1023
73	Vote_2of7	73	373	27	0.16367713	0.73	0.267399267	0.83632287	446
73	Vote_3of7	73	113	27	0.392473118	0.73	0.51048951	0.607526882	186
73	Vote_4of7	68	26	32	0.723404255	0.68	0.701030928	0.276595745	94
73	Vote_5of7	60	10	40	0.857142857	0.6	0.705882353	0.142857143	70
73	Vote_6of7	44	6	56	0.88	0.44	0.586666667	0.12	50
73	Intersect	34	1	66	0.971428571	0.34	0.503703704	0.028571429	35
73	Fisher	81	671	19	0.107712766	0.81	0.190140845	0.892287234	752
73	Stouffer	78	439	22	0.150870406	0.78	0.252836305	0.849129594	517
73	Cauchy	80	749	20	0.096501809	0.8	0.172228202	0.903498191	829
74	edgeR	87	772	13	0.101280559	0.87	0.181438999	0.898719441	859
74	DESeq2	67	174	33	0.278008299	0.67	0.392961877	0.721991701	241
74	ALDEx2	57	3	43	0.95	0.57	0.7125	0.05	60
74	metaSeq	77	14	23	0.846153846	0.77	0.806282723	0.153846154	91
74	ADAPT	80	19	20	0.808080808	0.8	0.804020101	0.191919192	99
74	ANCOMBC2	38	313	62	0.108262108	0.38	0.168514412	0.891737892	351
74	MaAsLin3	36	5	64	0.87804878	0.36	0.510638298	0.12195122	41
74	Union	88	884	12	0.090534979	0.88	0.164179104	0.909465021	972
74	Vote_2of7	80	313	20	0.203562341	0.8	0.324543611	0.796437659	393
74	Vote_3of7	76	85	24	0.472049689	0.76	0.582375479	0.527950311	161
74	Vote_4of7	67	14	33	0.827160494	0.67	0.740331492	0.172839506	81
74	Vote_5of7	57	4	43	0.93442623	0.57	0.708074534	0.06557377	61
74	Vote_6of7	40	0	60	1	0.4	0.571428571	0	40
74	Intersect	34	0	66	1	0.34	0.507462687	0	34
74	Fisher	88	584	12	0.130952381	0.88	0.227979275	0.869047619	672
74	Stouffer	87	395	13	0.180497925	0.87	0.298969072	0.819502075	482
74	Cauchy	88	649	12	0.119402985	0.88	0.210274791	0.880597015	737
75	edgeR	75	956	25	0.072744908	0.75	0.132625995	0.927255092	1031
75	DESeq2	56	214	44	0.207407407	0.56	0.302702703	0.792592593	270
75	ALDEx2	49	11	51	0.816666667	0.49	0.6125	0.183333333	60
75	metaSeq	62	21	38	0.746987952	0.62	0.677595628	0.253012048	83
75	ADAPT	68	18	32	0.790697674	0.68	0.731182796	0.209302326	86
75	ANCOMBC2	29	357	71	0.075129534	0.29	0.119341564	0.924870466	386
75	MaAsLin3	32	30	68	0.516129032	0.32	0.395061728	0.483870968	62
75	Union	75	1027	25	0.068058076	0.75	0.124792013	0.931941924	1102
75	Vote_2of7	68	411	32	0.141962422	0.68	0.234887737	0.858037578	479
75	Vote_3of7	63	126	37	0.333333333	0.63	0.435986159	0.666666667	189
75	Vote_4of7	56	26	44	0.682926829	0.56	0.615384615	0.317073171	82
75	Vote_5of7	48	14	52	0.774193548	0.48	0.592592593	0.225806452	62
75	Vote_6of7	35	2	65	0.945945946	0.35	0.510948905	0.054054054	37
75	Intersect	26	1	74	0.962962963	0.26	0.409448819	0.037037037	27
75	Fisher	74	793	26	0.085351788	0.74	0.153050672	0.914648212	867
75	Stouffer	70	526	30	0.117449664	0.7	0.201149425	0.882550336	596
75	Cauchy	72	879	28	0.075709779	0.72	0.137012369	0.924290221	951
76	edgeR	75	643	25	0.104456825	0.75	0.183374083	0.895543175	718
76	DESeq2	62	94	38	0.397435897	0.62	0.484375	0.602564103	156
76	ALDEx2	50	0	50	1	0.5	0.666666667	0	50
76	metaSeq	68	9	32	0.883116883	0.68	0.768361582	0.116883117	77
76	ADAPT	70	8	30	0.897435897	0.7	0.786516854	0.102564103	78
76	ANCOMBC2	28	288	72	0.088607595	0.28	0.134615385	0.911392405	316
76	MaAsLin3	31	4	69	0.885714286	0.31	0.459259259	0.114285714	35
76	Union	75	806	25	0.085130533	0.75	0.152905199	0.914869467	881
76	Vote_2of7	70	200	30	0.259259259	0.7	0.378378378	0.740740741	270
76	Vote_3of7	69	33	31	0.676470588	0.69	0.683168317	0.323529412	102
76	Vote_4of7	62	6	38	0.911764706	0.62	0.738095238	0.088235294	68
76	Vote_5of7	49	1	51	0.98	0.49	0.653333333	0.02	50
76	Vote_6of7	32	0	68	1	0.32	0.484848485	0	32
76	Intersect	27	0	73	1	0.27	0.42519685	0	27
76	Fisher	75	505	25	0.129310345	0.75	0.220588235	0.870689655	580
76	Stouffer	74	320	26	0.187817259	0.74	0.299595142	0.812182741	394
76	Cauchy	75	581	25	0.114329268	0.75	0.198412698	0.885670732	656
77	edgeR	77	672	23	0.102803738	0.77	0.18138987	0.897196262	749
77	DESeq2	56	68	44	0.451612903	0.56	0.5	0.548387097	124
77	ALDEx2	42	0	58	1	0.42	0.591549296	0	42
77	metaSeq	66	6	34	0.916666667	0.66	0.76744186	0.083333333	72
77	ADAPT	68	8	32	0.894736842	0.68	0.772727273	0.105263158	76
77	ANCOMBC2	27	344	73	0.07277628	0.27	0.114649682	0.92722372	371
77	MaAsLin3	24	11	76	0.685714286	0.24	0.355555556	0.314285714	35
77	Union	77	842	23	0.083786725	0.77	0.151128557	0.916213275	919
77	Vote_2of7	68	213	32	0.241992883	0.68	0.356955381	0.758007117	281
77	Vote_3of7	66	43	34	0.605504587	0.66	0.631578947	0.394495413	109
77	Vote_4of7	56	8	44	0.875	0.56	0.682926829	0.125	64
77	Vote_5of7	42	3	58	0.933333333	0.42	0.579310345	0.066666667	45
77	Vote_6of7	27	0	73	1	0.27	0.42519685	0	27
77	Intersect	24	0	76	1	0.24	0.387096774	0	24
77	Fisher	75	516	25	0.126903553	0.75	0.2170767	0.873096447	591
77	Stouffer	74	333	26	0.181818182	0.74	0.291913215	0.818181818	407
77	Cauchy	75	590	25	0.112781955	0.75	0.196078431	0.887218045	665
78	edgeR	68	779	32	0.080283353	0.68	0.143611404	0.919716647	847
78	DESeq2	51	123	49	0.293103448	0.51	0.372262774	0.706896552	174
78	ALDEx2	44	0	56	1	0.44	0.611111111	0	44
78	metaSeq	61	9	39	0.871428571	0.61	0.717647059	0.128571429	70
78	ADAPT	61	3	39	0.953125	0.61	0.743902439	0.046875	64
78	ANCOMBC2	29	326	71	0.081690141	0.29	0.127472527	0.918309859	355
78	MaAsLin3	28	7	72	0.8	0.28	0.414814815	0.2	35
78	Union	69	894	31	0.07165109	0.69	0.129821261	0.92834891	963
78	Vote_2of7	62	287	38	0.17765043	0.62	0.276169265	0.82234957	349
78	Vote_3of7	60	56	40	0.517241379	0.6	0.555555556	0.482758621	116
78	Vote_4of7	51	7	49	0.879310345	0.51	0.64556962	0.120689655	58
78	Vote_5of7	43	3	57	0.934782609	0.43	0.589041096	0.065217391	46
78	Vote_6of7	30	0	70	1	0.3	0.461538462	0	30
78	Intersect	27	0	73	1	0.27	0.42519685	0	27
78	Fisher	66	626	34	0.095375723	0.66	0.166666667	0.904624277	692
78	Stouffer	66	390	34	0.144736842	0.66	0.237410072	0.855263158	456
78	Cauchy	67	674	33	0.090418354	0.67	0.159334126	0.909581646	741
79	edgeR	77	715	23	0.097222222	0.77	0.17264574	0.902777778	792
79	DESeq2	58	97	42	0.374193548	0.58	0.454901961	0.625806452	155
79	ALDEx2	50	0	50	1	0.5	0.666666667	0	50
79	metaSeq	71	9	29	0.8875	0.71	0.788888889	0.1125	80
79	ADAPT	67	9	33	0.881578947	0.67	0.761363636	0.118421053	76
79	ANCOMBC2	30	330	70	0.083333333	0.3	0.130434783	0.916666667	360
79	MaAsLin3	29	8	71	0.783783784	0.29	0.423357664	0.216216216	37
79	Union	79	852	21	0.084854995	0.79	0.153249273	0.915145005	931
79	Vote_2of7	71	253	29	0.219135802	0.71	0.33490566	0.780864198	324
79	Vote_3of7	67	47	33	0.587719298	0.67	0.626168224	0.412280702	114
79	Vote_4of7	57	10	43	0.850746269	0.57	0.682634731	0.149253731	67
79	Vote_5of7	49	5	51	0.907407407	0.49	0.636363636	0.092592593	54
79	Vote_6of7	35	1	65	0.972222222	0.35	0.514705882	0.027777778	36
79	Intersect	24	0	76	1	0.24	0.387096774	0	24
79	Fisher	76	532	24	0.125	0.76	0.214689266	0.875	608
79	Stouffer	75	379	25	0.165198238	0.75	0.270758123	0.834801762	454
79	Cauchy	76	621	24	0.109038737	0.76	0.190715182	0.890961263	697
80	edgeR	77	793	23	0.088505747	0.77	0.158762887	0.911494253	870
80	DESeq2	60	130	40	0.315789474	0.6	0.413793103	0.684210526	190
80	ALDEx2	53	2	47	0.963636364	0.53	0.683870968	0.036363636	55
80	metaSeq	65	14	35	0.82278481	0.65	0.726256983	0.17721519	79
80	ADAPT	68	10	32	0.871794872	0.68	0.764044944	0.128205128	78
80	ANCOMBC2	37	326	63	0.101928375	0.37	0.159827214	0.898071625	363
80	MaAsLin3	36	10	64	0.782608696	0.36	0.493150685	0.217391304	46
80	Union	77	923	23	0.077	0.77	0.14	0.923	1000
80	Vote_2of7	68	288	32	0.191011236	0.68	0.298245614	0.808988764	356
80	Vote_3of7	67	54	33	0.553719008	0.67	0.606334842	0.446280992	121
80	Vote_4of7	61	13	39	0.824324324	0.61	0.701149425	0.175675676	74
80	Vote_5of7	53	5	47	0.913793103	0.53	0.670886076	0.086206897	58
80	Vote_6of7	37	1	63	0.973684211	0.37	0.536231884	0.026315789	38
80	Intersect	33	1	67	0.970588235	0.33	0.492537313	0.029411765	34
80	Fisher	75	598	25	0.111441308	0.75	0.194049159	0.888558692	673
80	Stouffer	72	393	28	0.15483871	0.72	0.254867257	0.84516129	465
80	Cauchy	75	683	25	0.098944591	0.75	0.174825175	0.901055409	758
81	edgeR	81	670	19	0.107856192	0.81	0.190364277	0.892143808	751
81	DESeq2	70	102	30	0.406976744	0.7	0.514705882	0.593023256	172
81	ALDEx2	59	0	41	1	0.59	0.742138365	0	59
81	metaSeq	75	3	25	0.961538462	0.75	0.842696629	0.038461538	78
81	ADAPT	78	2	22	0.975	0.78	0.866666667	0.025	80
81	ANCOMBC2	43	342	57	0.111688312	0.43	0.177319588	0.888311688	385
81	MaAsLin3	34	8	66	0.80952381	0.34	0.478873239	0.19047619	42
81	Union	82	805	18	0.092446449	0.82	0.166160081	0.907553551	887
81	Vote_2of7	79	266	21	0.228985507	0.79	0.35505618	0.771014493	345
81	Vote_3of7	73	53	27	0.579365079	0.73	0.646017699	0.420634921	126
81	Vote_4of7	70	3	30	0.95890411	0.7	0.809248555	0.04109589	73
81	Vote_5of7	59	0	41	1	0.59	0.742138365	0	59
81	Vote_6of7	44	0	56	1	0.44	0.611111111	0	44
81	Intersect	33	0	67	1	0.33	0.496240602	0	33
81	Fisher	80	542	20	0.128617363	0.8	0.221606648	0.871382637	622
81	Stouffer	79	370	21	0.175946548	0.79	0.287795993	0.824053452	449
81	Cauchy	81	607	19	0.117732558	0.81	0.205583756	0.882267442	688
82	edgeR	75	762	25	0.089605735	0.75	0.160085379	0.910394265	837
82	DESeq2	63	145	37	0.302884615	0.63	0.409090909	0.697115385	208
82	ALDEx2	59	1	41	0.983333333	0.59	0.7375	0.016666667	60
82	metaSeq	69	17	31	0.802325581	0.69	0.741935484	0.197674419	86
82	ADAPT	69	8	31	0.896103896	0.69	0.779661017	0.103896104	77
82	MaAsLin3	37	7	63	0.840909091	0.37	0.513888889	0.159090909	44
82	Union	76	779	24	0.088888889	0.76	0.159162304	0.911111111	855
82	Vote_2of6	70	139	30	0.33492823	0.7	0.453074434	0.66507177	209
82	Vote_3of6	67	15	33	0.817073171	0.67	0.736263736	0.182926829	82
82	Vote_4of6	63	6	37	0.913043478	0.63	0.74556213	0.086956522	69
82	Vote_5of6	59	1	41	0.983333333	0.59	0.7375	0.016666667	60
82	Intersect	37	0	63	1	0.37	0.540145985	0	37
82	Fisher	74	481	26	0.133333333	0.74	0.225954198	0.866666667	555
82	Stouffer	74	311	26	0.192207792	0.74	0.305154639	0.807792208	385
82	Cauchy	74	566	26	0.115625	0.74	0.2	0.884375	640
83	edgeR	77	699	23	0.099226804	0.77	0.175799087	0.900773196	776
83	DESeq2	58	107	42	0.351515152	0.58	0.437735849	0.648484848	165
83	ALDEx2	53	1	47	0.981481481	0.53	0.688311688	0.018518519	54
83	metaSeq	70	13	30	0.843373494	0.7	0.765027322	0.156626506	83
83	ADAPT	69	8	31	0.896103896	0.69	0.779661017	0.103896104	77
83	ANCOMBC2	31	316	69	0.089337176	0.31	0.138702461	0.910662824	347
83	MaAsLin3	31	7	69	0.815789474	0.31	0.449275362	0.184210526	38
83	Union	78	841	22	0.084874864	0.78	0.153091266	0.915125136	919
83	Vote_2of7	70	250	30	0.21875	0.7	0.333333333	0.78125	320
83	Vote_3of7	68	44	32	0.607142857	0.68	0.641509434	0.392857143	112
83	Vote_4of7	58	11	42	0.84057971	0.58	0.686390533	0.15942029	69
83	Vote_5of7	53	3	47	0.946428571	0.53	0.679487179	0.053571429	56
83	Vote_6of7	36	1	64	0.972972973	0.36	0.525547445	0.027027027	37
83	Intersect	26	1	74	0.962962963	0.26	0.409448819	0.037037037	27
83	Fisher	77	561	23	0.120689655	0.77	0.208672087	0.879310345	638
83	Stouffer	75	384	25	0.163398693	0.75	0.268336315	0.836601307	459
83	Cauchy	77	621	23	0.110315186	0.77	0.192982456	0.889684814	698
84	edgeR	83	870	17	0.087093389	0.83	0.157644824	0.912906611	953
84	DESeq2	69	219	31	0.239583333	0.69	0.355670103	0.760416667	288
84	ALDEx2	61	38	39	0.616161616	0.61	0.613065327	0.383838384	99
84	metaSeq	70	23	30	0.752688172	0.7	0.725388601	0.247311828	93
84	ADAPT	77	17	23	0.819148936	0.77	0.793814433	0.180851064	94
84	ANCOMBC2	40	303	60	0.116618076	0.4	0.180586907	0.883381924	343
84	MaAsLin3	43	42	57	0.505882353	0.43	0.464864865	0.494117647	85
84	Union	83	956	17	0.079884504	0.83	0.145741879	0.920115496	1039
84	Vote_2of7	77	381	23	0.168122271	0.77	0.275985663	0.831877729	458
84	Vote_3of7	75	109	25	0.407608696	0.75	0.528169014	0.592391304	184
84	Vote_4of7	68	37	32	0.647619048	0.68	0.663414634	0.352380952	105
84	Vote_5of7	58	19	42	0.753246753	0.58	0.655367232	0.246753247	77
84	Vote_6of7	44	10	56	0.814814815	0.44	0.571428571	0.185185185	54
84	Intersect	38	0	62	1	0.38	0.550724638	0	38
84	Fisher	82	730	18	0.100985222	0.82	0.179824561	0.899014778	812
84	Stouffer	80	515	20	0.134453782	0.8	0.230215827	0.865546218	595
84	Cauchy	83	797	17	0.094318182	0.83	0.169387755	0.905681818	880
85	edgeR	86	793	14	0.097838453	0.86	0.175689479	0.902161547	879
85	DESeq2	64	114	36	0.359550562	0.64	0.460431655	0.640449438	178
85	ALDEx2	57	2	43	0.966101695	0.57	0.716981132	0.033898305	59
85	metaSeq	77	18	23	0.810526316	0.77	0.78974359	0.189473684	95
85	ADAPT	77	15	23	0.836956522	0.77	0.802083333	0.163043478	92
85	ANCOMBC2	36	329	64	0.098630137	0.36	0.15483871	0.901369863	365
85	MaAsLin3	31	7	69	0.815789474	0.31	0.449275362	0.184210526	38
85	Union	87	899	13	0.088235294	0.87	0.160220994	0.911764706	986
85	Vote_2of7	79	291	21	0.213513514	0.79	0.336170213	0.786486486	370
85	Vote_3of7	75	67	25	0.528169014	0.75	0.619834711	0.471830986	142
85	Vote_4of7	63	15	37	0.807692308	0.63	0.707865169	0.192307692	78
85	Vote_5of7	57	6	43	0.904761905	0.57	0.699386503	0.095238095	63
85	Vote_6of7	37	0	63	1	0.37	0.540145985	0	37
85	Intersect	30	0	70	1	0.3	0.461538462	0	30
85	Fisher	87	576	13	0.131221719	0.87	0.228047182	0.868778281	663
85	Stouffer	85	419	15	0.168650794	0.85	0.281456954	0.831349206	504
85	Cauchy	87	655	13	0.117250674	0.87	0.206650831	0.882749326	742
86	edgeR	82	686	18	0.106770833	0.82	0.188940092	0.893229167	768
86	DESeq2	69	138	31	0.333333333	0.69	0.449511401	0.666666667	207
86	ALDEx2	62	1	38	0.984126984	0.62	0.760736196	0.015873016	63
86	metaSeq	75	19	25	0.79787234	0.75	0.773195876	0.20212766	94
86	ADAPT	75	10	25	0.882352941	0.75	0.810810811	0.117647059	85
86	ANCOMBC2	38	315	62	0.107648725	0.38	0.167770419	0.892351275	353
86	MaAsLin3	36	6	64	0.857142857	0.36	0.507042254	0.142857143	42
86	Union	82	815	18	0.091415831	0.82	0.16449348	0.908584169	897
86	Vote_2of7	75	277	25	0.213068182	0.75	0.331858407	0.786931818	352
86	Vote_3of7	75	64	25	0.539568345	0.75	0.627615063	0.460431655	139
86	Vote_4of7	69	14	31	0.831325301	0.69	0.754098361	0.168674699	83
86	Vote_5of7	62	4	38	0.939393939	0.62	0.746987952	0.060606061	66
86	Vote_6of7	41	1	59	0.976190476	0.41	0.577464789	0.023809524	42
86	Intersect	33	0	67	1	0.33	0.496240602	0	33
86	Fisher	79	547	21	0.126198083	0.79	0.217630854	0.873801917	626
86	Stouffer	77	382	23	0.167755991	0.77	0.27549195	0.832244009	459
86	Cauchy	78	612	22	0.113043478	0.78	0.197468354	0.886956522	690
87	edgeR	79	818	21	0.088071349	0.79	0.158475426	0.911928651	897
87	DESeq2	58	173	42	0.251082251	0.58	0.350453172	0.748917749	231
87	ALDEx2	52	2	48	0.962962963	0.52	0.675324675	0.037037037	54
87	metaSeq	70	12	30	0.853658537	0.7	0.769230769	0.146341463	82
87	ADAPT	72	8	28	0.9	0.72	0.8	0.1	80
87	ANCOMBC2	38	320	62	0.106145251	0.38	0.165938865	0.893854749	358
87	MaAsLin3	39	9	61	0.8125	0.39	0.527027027	0.1875	48
87	Union	79	905	21	0.080284553	0.79	0.145756458	0.919715447	984
87	Vote_2of7	73	336	27	0.178484108	0.73	0.286836935	0.821515892	409
87	Vote_3of7	70	83	30	0.45751634	0.7	0.553359684	0.54248366	153
87	Vote_4of7	57	12	43	0.826086957	0.57	0.674556213	0.173913043	69
87	Vote_5of7	52	5	48	0.912280702	0.52	0.662420382	0.087719298	57
87	Vote_6of7	42	1	58	0.976744186	0.42	0.587412587	0.023255814	43
87	Intersect	35	0	65	1	0.35	0.518518519	0	35
87	Fisher	77	637	23	0.107843137	0.77	0.189189189	0.892156863	714
87	Stouffer	76	416	24	0.154471545	0.76	0.256756757	0.845528455	492
87	Cauchy	78	702	22	0.1	0.78	0.177272727	0.9	780
88	edgeR	79	701	21	0.101282051	0.79	0.179545455	0.898717949	780
88	DESeq2	59	101	41	0.36875	0.59	0.453846154	0.63125	160
88	ALDEx2	52	0	48	1	0.52	0.684210526	0	52
88	metaSeq	65	15	35	0.8125	0.65	0.722222222	0.1875	80
88	ADAPT	65	10	35	0.866666667	0.65	0.742857143	0.133333333	75
88	ANCOMBC2	29	347	71	0.07712766	0.29	0.121848739	0.92287234	376
88	MaAsLin3	37	12	63	0.755102041	0.37	0.496644295	0.244897959	49
88	Union	81	836	19	0.088331516	0.81	0.159292035	0.911668484	917
88	Vote_2of7	67	269	33	0.199404762	0.67	0.30733945	0.800595238	336
88	Vote_3of7	63	62	37	0.504	0.63	0.56	0.496	125
88	Vote_4of7	58	13	42	0.816901408	0.58	0.678362573	0.183098592	71
88	Vote_5of7	51	6	49	0.894736842	0.51	0.649681529	0.105263158	57
88	Vote_6of7	40	0	60	1	0.4	0.571428571	0	40
88	Intersect	26	0	74	1	0.26	0.412698413	0	26
88	Fisher	79	541	21	0.127419355	0.79	0.219444444	0.872580645	620
88	Stouffer	76	346	24	0.180094787	0.76	0.291187739	0.819905213	422
88	Cauchy	79	596	21	0.117037037	0.79	0.203870968	0.882962963	675
89	edgeR	81	765	19	0.095744681	0.81	0.171247357	0.904255319	846
89	DESeq2	69	130	31	0.346733668	0.69	0.461538462	0.653266332	199
89	ALDEx2	60	3	40	0.952380952	0.6	0.736196319	0.047619048	63
89	metaSeq	76	10	24	0.88372093	0.76	0.817204301	0.11627907	86
89	ADAPT	76	9	24	0.894117647	0.76	0.821621622	0.105882353	85
89	ANCOMBC2	38	319	62	0.106442577	0.38	0.166301969	0.893557423	357
89	MaAsLin3	37	3	63	0.925	0.37	0.528571429	0.075	40
89	Union	82	909	18	0.082744702	0.82	0.150320807	0.917255298	991
89	Vote_2of7	76	278	24	0.214689266	0.76	0.334801762	0.785310734	354
89	Vote_3of7	75	45	25	0.625	0.75	0.681818182	0.375	120
89	Vote_4of7	69	6	31	0.92	0.69	0.788571429	0.08	75
89	Vote_5of7	60	1	40	0.983606557	0.6	0.745341615	0.016393443	61
89	Vote_6of7	41	0	59	1	0.41	0.581560284	0	41
89	Intersect	34	0	66	1	0.34	0.507462687	0	34
89	Fisher	79	599	21	0.116519174	0.79	0.203084833	0.883480826	678
89	Stouffer	76	402	24	0.158995816	0.76	0.262975779	0.841004184	478
89	Cauchy	80	673	20	0.1062417	0.8	0.187573271	0.8937583	753
90	edgeR	80	631	20	0.112517581	0.8	0.1972873	0.887482419	711
90	DESeq2	64	70	36	0.47761194	0.64	0.547008547	0.52238806	134
90	ALDEx2	59	0	41	1	0.59	0.742138365	0	59
90	metaSeq	68	4	32	0.944444444	0.68	0.790697674	0.055555556	72
90	ADAPT	69	4	31	0.945205479	0.69	0.797687861	0.054794521	73
90	ANCOMBC2	34	336	66	0.091891892	0.34	0.144680851	0.908108108	370
90	MaAsLin3	33	0	67	1	0.33	0.496240602	0	33
90	Union	80	788	20	0.092165899	0.8	0.165289256	0.907834101	868
90	Vote_2of7	69	228	31	0.232323232	0.69	0.347607053	0.767676768	297
90	Vote_3of7	68	27	32	0.715789474	0.68	0.697435897	0.284210526	95
90	Vote_4of7	64	1	36	0.984615385	0.64	0.775757576	0.015384615	65
90	Vote_5of7	59	1	41	0.983333333	0.59	0.7375	0.016666667	60
90	Vote_6of7	38	0	62	1	0.38	0.550724638	0	38
90	Intersect	29	0	71	1	0.29	0.449612403	0	29
90	Fisher	78	491	22	0.137082601	0.78	0.233183857	0.862917399	569
90	Stouffer	76	339	24	0.18313253	0.76	0.295145631	0.81686747	415
90	Cauchy	79	541	21	0.127419355	0.79	0.219444444	0.872580645	620
91	edgeR	84	744	16	0.101449275	0.84	0.181034483	0.898550725	828
91	DESeq2	68	117	32	0.367567568	0.68	0.477192982	0.632432432	185
91	ALDEx2	63	5	37	0.926470588	0.63	0.75	0.073529412	68
91	metaSeq	78	27	22	0.742857143	0.78	0.76097561	0.257142857	105
91	ADAPT	76	10	24	0.88372093	0.76	0.817204301	0.11627907	86
91	ANCOMBC2	43	331	57	0.114973262	0.43	0.181434599	0.885026738	374
91	MaAsLin3	35	12	65	0.744680851	0.35	0.476190476	0.255319149	47
91	Union	86	878	14	0.089211618	0.86	0.161654135	0.910788382	964
